category,kind,rows,bytes,path
gemma_compare,binary_or_nonrow_artifact,0,50274,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/hidden_state_distance.png
gemma_compare,binary_or_nonrow_artifact,0,32379,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/logit_shift.png
gemma_compare,json_summary,0,241,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/manifest.json
gemma_compare,binary_or_nonrow_artifact,0,29238,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/mean_latency.png
gemma_compare,binary_or_nonrow_artifact,0,30346,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/pass_rates.png
gemma_compare,text_artifact_lines,22,1057,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/report.md
gemma_compare,csv_rows,5,644,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/summary.csv
gemma_compare,json_summary,0,1301,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/summary.json
gemma_compare,jsonl_rows,6,3103,tsce_agent_demo/results/gemma_compare_auto6_e4b_latent_bias_validate_v2/task_set.jsonl
gemma_compare,csv_rows,4,374,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/anchor_quality.csv
gemma_compare,json_summary,0,975,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/anchor_quality.json
gemma_compare,binary_or_nonrow_artifact,0,30841,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/attention_to_control.png
gemma_compare,json_summary,0,494,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/best_prompt_family.json
gemma_compare,json_summary,0,93,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/claim_assessment.json
gemma_compare,json_summary,0,478,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/family_claims.json
gemma_compare,csv_rows,20,1991,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/family_summary.csv
gemma_compare,json_summary,0,5041,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/family_summary.json
gemma_compare,jsonl_rows,160,2052341,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/gemma_eval.jsonl
gemma_compare,binary_or_nonrow_artifact,0,48250,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/hidden_state_distance.png
gemma_compare,binary_or_nonrow_artifact,0,30957,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/logit_shift.png
gemma_compare,json_summary,0,306,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/manifest.json
gemma_compare,binary_or_nonrow_artifact,0,26754,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/mean_latency.png
gemma_compare,binary_or_nonrow_artifact,0,28064,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/pass_rates.png
gemma_compare,text_artifact_lines,58,3291,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/report.md
gemma_compare,csv_rows,5,518,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/summary.csv
gemma_compare,json_summary,0,1175,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/summary.json
gemma_compare,jsonl_rows,8,6035,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/task_set.jsonl
gemma_compare,binary_or_nonrow_artifact,0,27166,tsce_agent_demo/results/gemma_family_compare_e2b_smoke_2026-04-21/tsce_anchor_pass_rate_by_family.png
gemma_compare,csv_rows,1,198,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/anchor_quality.csv
gemma_compare,json_summary,0,244,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/anchor_quality.json
gemma_compare,jsonl_rows,100,454109,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/anchor_selections.jsonl
gemma_compare,json_summary,0,480,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/best_prompt_family.json
gemma_compare,json_summary,0,93,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/claim_assessment.json
gemma_compare,json_summary,0,120,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/family_claims.json
gemma_compare,csv_rows,6,509,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/family_summary.csv
gemma_compare,json_summary,0,1382,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/family_summary.json
gemma_compare,jsonl_rows,600,4870202,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/gemma_eval.jsonl
gemma_compare,json_summary,0,866,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/manifest.json
gemma_compare,binary_or_nonrow_artifact,0,32285,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/mean_latency.png
gemma_compare,binary_or_nonrow_artifact,0,33701,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/pass_rates.png
gemma_compare,text_artifact_lines,24,1156,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/report.md
gemma_compare,csv_rows,6,416,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/summary.csv
gemma_compare,json_summary,0,1263,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/summary.json
gemma_compare,jsonl_rows,100,70780,tsce_agent_demo/results/gemma_fixed_latent_bias_compact_heldout_n100_seed260426/task_set.jsonl
gemma_latent_zone,jsonl_rows,24,169082,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/anchor_family_eval.jsonl
gemma_latent_zone,json_summary,0,22565,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/anchor_invariants.json
gemma_latent_zone,jsonl_rows,16,110139,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/candidate_shell_eval.jsonl
gemma_latent_zone,json_array_records,4,175573,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/candidate_summary.json
gemma_latent_zone,jsonl_rows,14,13984,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/causal_eval.jsonl
gemma_latent_zone,json_summary,0,1504,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/causal_summary.json
gemma_latent_zone,json_summary,0,13771,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/class_activation_summary.json
gemma_latent_zone,json_summary,0,896,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/compression_summary.json
gemma_latent_zone,text_artifact_lines,504,16417,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/proof_report.md
gemma_latent_zone,jsonl_rows,2,58859,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/formal_verdict_json/source_anchor_selections.jsonl
gemma_latent_zone,json_summary,0,9946,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/manifest.json
gemma_latent_zone,text_artifact_lines,346,27046,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/run.log
gemma_latent_zone,jsonl_rows,18,13258,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/shell_benchmark.jsonl
gemma_latent_zone,jsonl_rows,24,154739,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/anchor_family_eval.jsonl
gemma_latent_zone,json_summary,0,21905,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/anchor_invariants.json
gemma_latent_zone,jsonl_rows,16,103156,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/candidate_shell_eval.jsonl
gemma_latent_zone,json_array_records,4,186871,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/candidate_summary.json
gemma_latent_zone,jsonl_rows,14,14243,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/causal_eval.jsonl
gemma_latent_zone,json_summary,0,1502,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/causal_summary.json
gemma_latent_zone,json_summary,0,13764,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/class_activation_summary.json
gemma_latent_zone,json_summary,0,890,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/compression_summary.json
gemma_latent_zone,text_artifact_lines,504,16394,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/proof_report.md
gemma_latent_zone,jsonl_rows,2,61245,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/surface_deletion_exact/source_anchor_selections.jsonl
gemma_latent_zone,jsonl_rows,24,158107,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/anchor_family_eval.jsonl
gemma_latent_zone,json_summary,0,21945,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/anchor_invariants.json
gemma_latent_zone,jsonl_rows,16,107175,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/candidate_shell_eval.jsonl
gemma_latent_zone,json_array_records,4,168641,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/candidate_summary.json
gemma_latent_zone,jsonl_rows,14,14126,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/causal_eval.jsonl
gemma_latent_zone,json_summary,0,1506,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/causal_summary.json
gemma_latent_zone,json_summary,0,13741,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/class_activation_summary.json
gemma_latent_zone,json_summary,0,905,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/compression_summary.json
gemma_latent_zone,text_artifact_lines,504,16339,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/proof_report.md
gemma_latent_zone,jsonl_rows,2,57033,tsce_agent_demo/results/gemma_latent_zone_v1_20260424_progress2/symbolic_transform_json/source_anchor_selections.jsonl
other_results,jsonl_rows,0,0,tsce_agent_demo/results/hda_eval_set.jsonl
hda_rl,jsonl_rows,100,78203,tsce_agent_demo/results/hda_rl_auto_100.jsonl
hda_rl,jsonl_rows,40,25719,tsce_agent_demo/results/hda_rl_auto_40.jsonl
hda_rl,jsonl_rows,80,61860,tsce_agent_demo/results/hda_rl_auto_80.jsonl
hda_rl,jsonl_rows,488,323069,tsce_agent_demo/results/hda_rl_continuous.jsonl
hda_rl,text_artifact_lines,0,0,tsce_agent_demo/results/hda_rl_continuous.log
hda_rl,jsonl_rows,7,346,tsce_agent_demo/results/hda_rl_eval_history.jsonl
hda_rl,jsonl_rows,81,56963,tsce_agent_demo/results/hda_rl_log.jsonl
small_evaluation_artifact,jsonl_rows,18,13348,tsce_agent_demo/results/meaning_shell_latent_zone_v1.jsonl
small_evaluation_artifact,json_summary,0,402,tsce_agent_demo/results/meaning_shell_latent_zone_v1.jsonl.manifest.json
small_evaluation_artifact,jsonl_rows,12,7872,tsce_agent_demo/results/meaning_shell_smoke.jsonl
small_evaluation_artifact,json_summary,0,338,tsce_agent_demo/results/meaning_shell_smoke.jsonl.manifest.json
black_box_pass_rate,binary_or_nonrow_artifact,0,43572,tsce_agent_demo/results/results-100-gpt-lowt/cosine_violin.png
black_box_pass_rate,csv_rows,600,15804,tsce_agent_demo/results/results-100-gpt-lowt/cost_latency.csv
black_box_pass_rate,csv_rows,100,270603,tsce_agent_demo/results/results-100-gpt-lowt/eval_detailed.csv
black_box_pass_rate,csv_rows,6,389,tsce_agent_demo/results/results-100-gpt-lowt/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,319853,tsce_agent_demo/results/results-100-gpt-lowt/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,20,557,tsce_agent_demo/results/results-100-gpt-lowt/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,43322,tsce_agent_demo/results/results-100-gpt-lowt/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,123780,tsce_agent_demo/results/results-100-gpt-lowt/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,43547,tsce_agent_demo/results/results-100-gpt-nohda/cosine_violin.png
black_box_pass_rate,csv_rows,600,15856,tsce_agent_demo/results/results-100-gpt-nohda/cost_latency.csv
black_box_pass_rate,csv_rows,100,185882,tsce_agent_demo/results/results-100-gpt-nohda/eval_detailed.csv
black_box_pass_rate,csv_rows,6,388,tsce_agent_demo/results/results-100-gpt-nohda/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,235279,tsce_agent_demo/results/results-100-gpt-nohda/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,20,557,tsce_agent_demo/results/results-100-gpt-nohda/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,43842,tsce_agent_demo/results/results-100-gpt-nohda/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,122109,tsce_agent_demo/results/results-100-gpt-nohda/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,38632,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/cosine_violin.png
black_box_pass_rate,csv_rows,400,7989,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/cost_latency.csv
black_box_pass_rate,csv_rows,100,194488,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/eval_detailed.csv
black_box_pass_rate,csv_rows,4,268,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,232962,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,16,431,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,39966,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,107213,tsce_agent_demo/results/results-100-gpt-vart-p2temp1/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,36805,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/cosine_violin.png
black_box_pass_rate,csv_rows,400,7989,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/cost_latency.csv
black_box_pass_rate,csv_rows,100,213361,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/eval_detailed.csv
black_box_pass_rate,csv_rows,4,270,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,251682,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,16,435,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,41069,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,98167,tsce_agent_demo/results/results-100-gpt-vart-p2tempt1top0/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,45914,tsce_agent_demo/results/results-100-tsce-gpt/cosine_violin.png
black_box_pass_rate,csv_rows,600,15827,tsce_agent_demo/results/results-100-tsce-gpt/cost_latency.csv
black_box_pass_rate,csv_rows,100,219113,tsce_agent_demo/results/results-100-tsce-gpt/eval_detailed.csv
black_box_pass_rate,csv_rows,6,389,tsce_agent_demo/results/results-100-tsce-gpt/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,268579,tsce_agent_demo/results/results-100-tsce-gpt/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,20,556,tsce_agent_demo/results/results-100-tsce-gpt/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,43924,tsce_agent_demo/results/results-100-tsce-gpt/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,116009,tsce_agent_demo/results/results-100-tsce-gpt/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,41752,tsce_agent_demo/results/results-100-tsce_llama-8b/cosine_violin_llama.png
black_box_pass_rate,csv_rows,600,9937,tsce_agent_demo/results/results-100-tsce_llama-8b/cost_latency.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,17936,tsce_agent_demo/results/results-100-tsce_llama-8b/entropy_bar.png
black_box_pass_rate,csv_rows,100,433206,tsce_agent_demo/results/results-100-tsce_llama-8b/eval_detailed.csv
black_box_pass_rate,csv_rows,6,391,tsce_agent_demo/results/results-100-tsce_llama-8b/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,20944,tsce_agent_demo/results/results-100-tsce_llama-8b/kl_per_position.png
black_box_pass_rate,jsonl_rows,100,482091,tsce_agent_demo/results/results-100-tsce_llama-8b/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,20,544,tsce_agent_demo/results/results-100-tsce_llama-8b/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,40663,tsce_agent_demo/results/results-100-tsce_llama-8b/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,126685,tsce_agent_demo/results/results-100-tsce_llama-8b/tsce_tsne_llama.png
black_box_pass_rate,binary_or_nonrow_artifact,0,40352,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/cosine_violin.png
black_box_pass_rate,csv_rows,1800,31075,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/cost_latency.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,22746,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/entropy_bar.png
black_box_pass_rate,csv_rows,300,17087218,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/eval_detailed.csv
black_box_pass_rate,csv_rows,6,389,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,28675,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/kl_per_position.png
black_box_pass_rate,jsonl_rows,300,17322588,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,21,561,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,37790,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,146484,tsce_agent_demo/results/results-300-tsce_gpt-35-turbo/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,37335,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/cosine_violin.png
black_box_pass_rate,csv_rows,400,7997,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/cost_latency.csv
black_box_pass_rate,csv_rows,100,229591,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/eval_detailed.csv
black_box_pass_rate,csv_rows,4,272,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,267878,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,16,435,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,41539,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,97371,tsce_agent_demo/results/resuts-100-gpt-vart-0.01top/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,38990,tsce_agent_demo/results/resuts-100-gpt-vart-1top/cosine_violin.png
black_box_pass_rate,csv_rows,400,8027,tsce_agent_demo/results/resuts-100-gpt-vart-1top/cost_latency.csv
black_box_pass_rate,csv_rows,100,271485,tsce_agent_demo/results/resuts-100-gpt-vart-1top/eval_detailed.csv
black_box_pass_rate,csv_rows,4,271,tsce_agent_demo/results/resuts-100-gpt-vart-1top/id_bootstrap.csv
black_box_pass_rate,jsonl_rows,100,309748,tsce_agent_demo/results/resuts-100-gpt-vart-1top/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,16,435,tsce_agent_demo/results/resuts-100-gpt-vart-1top/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,40852,tsce_agent_demo/results/resuts-100-gpt-vart-1top/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,105443,tsce_agent_demo/results/resuts-100-gpt-vart-1top/tsce_tsne.png
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/semantic_verification_run/run.log
other_results,json_summary,0,3219,tsce_agent_demo/results/story_name_payload_smoke_20260424/manifest.json
run_logs,text_artifact_lines,47,3884,tsce_agent_demo/results/story_name_payload_smoke_20260424/run.log
other_results,jsonl_rows,5,8362,tsce_agent_demo/results/story_name_payload_smoke_20260424/shell_benchmark.jsonl
other_results,jsonl_rows,16,129300,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/anchor_family_eval.jsonl
other_results,json_summary,0,20293,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/anchor_invariants.json
other_results,jsonl_rows,6,49305,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/candidate_shell_eval.jsonl
other_results,json_array_records,2,67385,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/candidate_summary.json
other_results,jsonl_rows,14,17083,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/causal_eval.jsonl
other_results,json_summary,0,1506,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/causal_summary.json
other_results,json_summary,0,13664,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/class_activation_summary.json
other_results,json_summary,0,737,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/compression_summary.json
other_results,text_artifact_lines,501,16337,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/proof_report.md
other_results,jsonl_rows,1,21164,tsce_agent_demo/results/story_name_payload_smoke_20260424/story_name_payload/source_anchor_selections.jsonl
small_evaluation_artifact,jsonl_rows,15,28810,tsce_agent_demo/results/story_payload_fixed_shell_smoke.jsonl
small_evaluation_artifact,json_summary,0,389,tsce_agent_demo/results/story_payload_fixed_shell_smoke.jsonl.manifest.json
controlled_token_causality,json_summary,0,1205929,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/anchor_token_causality_random3/property_analysis/anchor_token_property_analysis.json
controlled_token_causality,text_artifact_lines,148,12315,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/anchor_token_causality_random3/property_analysis/anchor_token_property_analysis.md
controlled_token_causality,json_summary,0,1083654,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/anchor_token_causality_random3/property_analysis_partial/anchor_token_property_analysis.json
controlled_token_causality,text_artifact_lines,123,10906,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/anchor_token_causality_random3/property_analysis_partial/anchor_token_property_analysis.md
controlled_token_causality,json_summary,0,7305,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/anchor_token_causality_random3/summary.json
controlled_token_causality,jsonl_rows,3520,15536316,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/anchor_token_causality_random3/token_causality_rows.jsonl
controlled_token_causality,json_summary,0,1999,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/controlled_proxy_manifest.json
controlled_token_causality,jsonl_rows,64,78178,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/generation_rerank_rows.jsonl
controlled_token_causality,json_summary,0,8736,tsce_agent_demo/results/story_subject_greenhouse_v1/controlled_proxy_family_grid_v1/summary.json
controlled_token_causality,json_summary,0,4711,tsce_agent_demo/results/story_theme_forgiveness_v1/anchor_token_causality_random3/summary.json
controlled_token_causality,jsonl_rows,200,706030,tsce_agent_demo/results/story_theme_forgiveness_v1/anchor_token_causality_random3/token_causality_rows.jsonl
controlled_token_causality,jsonl_rows,4,2177,tsce_agent_demo/results/story_theme_forgiveness_v1/generation_rerank_rows.jsonl
controlled_token_causality,text_artifact_lines,14,1070,tsce_agent_demo/results/story_theme_forgiveness_v1/group_anchor_prompt.txt
controlled_token_causality,jsonl_rows,4,2733,tsce_agent_demo/results/story_theme_forgiveness_v1/seed_candidates.jsonl
controlled_token_causality,jsonl_rows,5,10592,tsce_agent_demo/results/story_theme_forgiveness_v1/shell_group.jsonl
controlled_token_causality,json_summary,0,631,tsce_agent_demo/results/story_theme_forgiveness_v1/summary.json
verification_logs,text_artifact_lines,31,1572,tsce_agent_demo/results/test_recon/stdout.log
black_box_pass_rate,binary_or_nonrow_artifact,0,20599,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/cosine_bars.png
black_box_pass_rate,binary_or_nonrow_artifact,0,29431,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/cosine_violin.png
black_box_pass_rate,csv_rows,60,1565,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/cost_latency.csv
black_box_pass_rate,csv_rows,30,38513,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/eval_detailed.csv
black_box_pass_rate,csv_rows,3,222,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,11683,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/kl_unigram.png
black_box_pass_rate,binary_or_nonrow_artifact,0,26676,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/pca_centroid_diff.png
black_box_pass_rate,jsonl_rows,30,49142,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,216,11871,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,6947,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/silhouette.png
black_box_pass_rate,text_artifact_lines,22,499,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,27791,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,57669,tsce_agent_demo/results/tsce_diffusion_2025-12-03_10-55-38/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,20524,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/cosine_bars.png
black_box_pass_rate,binary_or_nonrow_artifact,0,29695,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/cosine_violin.png
black_box_pass_rate,csv_rows,600,15965,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/cost_latency.csv
